created,title,body,sentiment
2015-04-16 00:00:00,Analyst Sees Little Q2 Volume Gains For Rail Sector,"Major rail carriers' may not see much volume improvement in the current quarter following a winter of disappointing volume and poor share performance, an analyst said Wednesday. But the analyst, Susquehanna's Bascombe Majors, said investors may be well-advised to buy shares of at least three companies in the sector on resulting stock-price weakness. Majors reiterated Positive ratings on CSX Corporation (NYSE: CSX), Norfolk Southern Corp. (NYSE: NSC) and Union Pacific Corporation (NYSE: UNP). The slow start to 2015 is discounted in the shares, according to Majors, who said stock prices should be stable while sentiment is weaker than warranted by the companies' outlook. CSX and Union Pacific are each off more than 9 percent year-to-date, with Norfolk down about 8 percent. CSX on Wednesday cut its 2015 earnings growth forecast to the mid-to high single-digits from double-digit gains. On Tuesday the company posted first-quarter earnings growth of 11 percent on lower-than expected volume. Union Pacific is slated to post quarterly results April 23 with Norfolk following on April 29. The second quarter will be challenging, Majors said, noting continued weak demand from the energy sector and difficult comparisons with last year's catch-up from a difficult winter. On the plus side for rail companies: lower customer fuel surcharges coupled with reasonably strong demand may offer opportunities for rate hikes. Although Majors is bullish on the three railroad concerns, he maintained Neutral ratings on four other companies in the sector. Stuck in Neutral in Major's book are Genesee & Wyoming Inc. (NYSE: GWR), Kansas City Southern (NYSE: KSU), Canadian Pacific Railway Ltd. (NYSE: CP) and Canadian National Railway (NYSE: CNI).",2
2015-04-20 00:00:00,Transportation Q1 Earnings Preview From Goldman,"Goldman Sachs published a Q1 earnings preview for transportation on April 12. Analysts led by Tom Kim noted that 2015 started off with “lackluster demand” which led to negative Q1 EPS revisions along with potential headwinds from FX for exports. Below are comments for the three areas covered in the research note. Logistics “West coast port congestion likely benefited airfreight volumes in 1Q, while e-commerce continues to deliver mid-single digit growth in ground shipments. Pricing and yields will be in focus, as UPS attempts to execute on its compensatory pricing initiatives, while fuel surcharges – which operate on a two-month lag – begin cycling lower, a yield headwind.” Rails “Rail volumes were soft in 1Q, +1.6 percent yoy against relatively easy comps as increased coal-to-gas switching weighed on coal shipments and West Coast port labor disputes negatively impacted intermodal. Comps are more challenging in 2Q, with recent weekly rail volumes indicating broader based declines.” Trucking “Freight demand was mixed in 1Q, as expenditures were +5.8 percent, keeping pace with 4Q trends, while shipments +0.6 percent slowed from +3.8 percent in 4Q. Pricing was also mixed, with contract rates +7.3 percent while ex-fuel spot rates were up only +2.9 percent yoy. Importantly, March data has yet to be released, however, early indications suggest mixed demand at best, adding to risk into the print, in our view. Visibility on an impending demand recovery, as well as 2015 general rate increase timing will be in focus, along with comments on capacity as the driver shortage continues.” Note: All price targets have a 12-month time horizon; *denotes stocks on Americas Conviction List. Prices are as of April 10, 2015. Source: FactSet, Goldman Sachs Global Investment Research For potential earnings surprises, Kim anticipated that “best idea” and Buy-rated Old Dominion Freight Line (NASDAQ: ODFL) would beat expectations with a 3 percent upside to consensus EPS. The company reports Q1 results on April 30 and the Street expected EPS of $0.71 on revenue of $709.80 million. Kim felt that Norfolk Southern Corp. (NYSE: NSC) was likely to miss consensus estimates on weak coal demand and fuel surcharges with a -6 percent downside risk to consensus EPS. The company reports Q1 results on Apr 29, 2015 and the Street expected EPS of $1.15 on revenue of $2.603 billion. Estimize consensus was for EPS of $1.29 on revenue of $2.728 billion. The firm’s Con-way Inc (NYSE: CNW) EPS estimate of $0.37 was -3.9 percent below the current consensus estimate of $0.39, according to Kim. The company reports on April 29. For Canadian National Railway (USA) (NYSE: CNI), the firm’s EPS estimate of $0.87 was 2.3 percent above the current consensus estimate of $0.85. The company reports on April 29. Union Pacific Corporation (NYSE: UNP) was named the firm’s “top idea” in rail while Ryder System, Inc. (NYSE: R) was among the “best ideas” in trucking.",1
2015-04-20 00:00:00,Transportation Q1 Earnings Preview From Goldman Sachs,"Goldman Sachs on April 12 published a Q1 earnings preview for transportation. Analysts led by Tom Kim noted that 2015 started off with “lackluster demand” which led to negative Q1 EPS revisions along with potential headwinds from FX for exports. Below are comments for the three areas covered in the research note. Logistics “West coast port congestion likely benefited airfreight volumes in 1Q, while e-commerce continues to deliver mid-single digit growth in ground shipments. Pricing and yields will be in focus, as UPS attempts to execute on its compensatory pricing initiatives, while fuel surcharges – which operate on a two-month lag – begin cycling lower, a yield headwind.” Rails “Rail volumes were soft in 1Q, +1.6 percent yoy against relatively easy comps as increased coal-to-gas switching weighed on coal shipments and West Coast port labor disputes negatively impacted intermodal. Comps are more challenging in 2Q, with recent weekly rail volumes indicating broader based declines.” Trucking “Freight demand was mixed in 1Q, as expenditures were +5.8 percent, keeping pace with 4Q trends, while shipments +0.6 percent slowed from +3.8 percent in 4Q. Pricing was also mixed, with contract rates +7.3 percent while ex-fuel spot rates were up only +2.9 percent yoy. Importantly, March data has yet to be released, however, early indications suggest mixed demand at best, adding to risk into the print, in our view. Visibility on an impending demand recovery, as well as 2015 general rate increase timing will be in focus, along with comments on capacity as the driver shortage continues.” Note: All price targets have a 12-month time horizon; *denotes stocks on Americas Conviction List. Prices are as of April 10, 2015. Source: FactSet, Goldman Sachs Global Investment Research For potential earnings surprises, Kim anticipated that “best idea” and Buy-rated Old Dominion Freight Line (NASDAQ: ODFL) would beat expectations with a 3 percent upside to consensus EPS. The company reports Q1 results on April 30 and the Street expected EPS of $0.71 on revenue of $709.80 million. Kim felt that Norfolk Southern Corp. (NYSE: NSC) was likely to miss consensus estimates on weak coal demand and fuel surcharges with a -6 percent downside risk to consensus EPS. The company reports Q1 results on April 29 and the Street expected EPS of $1.15 on revenue of $2.603 billion. Estimize consensus was for EPS of $1.29 on revenue of $2.728 billion. The firm’s Con-way Inc (NYSE: CNW) EPS estimate of $0.37 was -3.9 percent below the current consensus estimate of $0.39, according to Kim. The company reports on April 29. For Canadian National Railway (USA) (NYSE: CNI), the firm’s EPS estimate of $0.87 was 2.3 percent above the current consensus estimate of $0.85. The company reports on April 29. Union Pacific Corporation (NYSE: UNP) was named the firm’s “top idea” in rail while Ryder System, Inc. (NYSE: R) was among the “best ideas” in trucking.",1
2015-04-24 00:00:00,"If You Want To Be Bullish, Check Out Transportation, Says Pro Tim Anderson","Tim Anderson, managing director of MND Partners – a division of TJM Investments, told Benzinga that investors should keep an eye on the transportation sector. Anderson pointed out the recent price and volume action in CSX Corporation (NYSE: CSX) and Norfolk Southern Corp. (NYSE: NSC). A Look At CSX According to Anderson, it was wildly impressive how CSX rallied from its six-month lows to the second highest close in 2015 in a span of just five days on three to four times the average daily volume. CSX has rallied sharply for five consecutive days on very heavy volume, and Wednesday posted its second highest close of 2015! This is an amazing 'outside reversal' on very heavy volume that is screaming 'buy me,' Anderson told investors in a recent note. Related Link: Transporation Q1 Earnings Preivew From Goldman Sachs A Look At Norfolk Southern Norfolk Southern Corp. was also highlighted following its sharp correction after a Q1 earnings warning that sent the stock 5 percent lower on Tuesday, with the company making cautious comments for the remainder of the year. Anderson explained, In the last four days, the stock has rallied sharply, closing yesterday +$0.10 above the close last Monday before their earnings warning. Overview In both [CSX and NSC], investors are clearly looking past any load-level shortfalls from the sharp decline in the price of oil and/or the war of coal. The price action in these stocks just can't be ignored, Anderson concluded. Looking ahead, Anderson told investors, If you want to be Bullish for the remainder of 2015, look no further than the action within the [Dow Jones Transportation Average]. Tuesday, the Transports rallied 0.5 percent to close at 8863. This is the highest close in over a month and the second day in a row closing above 8800. On its own, this is constructive, but still needs to hold the recent move and get through the 50 day MA at 8900. Related Link: Time To Watch Transportation ETFs Other Highlights Anderson also discussed with Benzinga a new Department of Transportation (DOT) ruling that limits rail cars carrying oil to 40 mph. The ruling may also require retrofitting, which is probably positive for equipment suppliers. As for the impact of the new speed limit, Anderson was trying to get a handle on whether the 40 mph restriction is in some counterintuitive way positive for the rails, although the ruling was preferable to ending rail transport altogether for the industry. CSX Corporation recently traded at $37.02, up 0.35 percent. Norfolk Southern Corp. recently traded at $105.38, down 0.78 percent. Image Credit: Public Domain",2
2015-04-24 00:00:00,"Pro: If You Want To Be Bullish, Check Out Transportation","Tim Anderson, managing director of MND Partners – a division of TJM Investments, told Benzinga that investors should keep an eye on the transportation sector. Anderson pointed out the recent price and volume action in CSX Corporation (NYSE: CSX) and Norfolk Southern Corp. (NYSE: NSC). A Look At CSX According to Anderson, it was wildly impressive how CSX rallied from its six-month lows to the second highest close in 2015 in a span of just five days on three to four times the average daily volume. CSX has rallied sharply for five consecutive days on very heavy volume, and Wednesday posted its second highest close of 2015! This is an amazing 'outside reversal' on very heavy volume that is screaming 'buy me,' Anderson told investors in a recent note. A Look At Norfolk Southern Norfolk Southern Corp. was also highlighted following its sharp correction after a Q1 earnings warning that sent the stock 5 percent lower on Tuesday, with the company making cautious comments for the remainder of the year. Anderson explained, In the last four days, the stock has rallied sharply, closing yesterday +$0.10 above the close last Monday before their earnings warning. Overview In both [CSX and NSC], investors are clearly looking past any load-level shortfalls from the sharp decline in the price of oil and/or the war of coal. The price action in these stocks just can't be ignored, Anderson concluded. Looking ahead, Anderson told investors, If you want to be Bullish for the remainder of 2015, look no further than the action within the [Dow Jones Transportation Average]. Tuesday, the Transports rallied 0.5 percent to close at 8863. This is the highest close in over a month and the second day in a row closing above 8800. On its own, this is constructive, but still needs to hold the recent move and get through the 50 day MA at 8900. Other Highlights Anderson also discussed with Benzinga a new Department of Transportation (DOT) ruling that limits rail cars carrying oil to 40 mph. The ruling may also require retrofitting, which is probably positive for equipment suppliers. As for the impact of the new speed limit, Anderson was trying to get a handle on whether the 40 mph restriction is in some counterintuitive way positive for the rails, although the ruling was preferable to ending rail transport altogether for the industry. CSX Corporation recently traded at $37.02, up 0.35 percent. Norfolk Southern Corp. recently traded at $105.38, down 0.78 percent. Image Credit: Public Domain",2
2015-04-29 00:00:00,"Earnings Scheduled For April 29, 2015","Mastercard Inc (NYSE: MA) is projected to report its Q1 earnings at $0.80 per share on revenue of $2.28 billion. Time Warner Inc (NYSE: TWX) is expected to report its Q1 earnings at $1.09 per share on revenue of $7.00 billion. Avery Dennison Corp (NYSE: AVY) is estimated to report its Q1 earnings at $0.69 per share on revenue of $1.48 billion. Exelon Corporation (NYSE: EXC) is expected to report its Q1 earnings at $0.69 per share on revenue of $7.07 billion. Goodyear Tire & Rubber Co (NASDAQ: GT) is projected to report its Q1 earnings at $0.44 per share on revenue of $4.09 billion. Mondelez International Inc (NASDAQ: MDLZ) is expected to report its Q1 earnings at $0.38 per share on revenue of $7.72 billion. Fiat Chrysler Automobiles NV (NYSE: FCAU) is estimated to report its Q1 earnings at $0.07 per share on revenue of $24.60 billion. Humana Inc (NYSE: HUM) is projected to report its Q1 earnings at $2.56 per share on revenue of $13.51 billion. Southern Co (NYSE: SO) is estimated to report its Q1 earnings at $0.58 per share on revenue of $4.56 billion. Williams Companies Inc (NYSE: WMB) is projected to post its Q1 earnings at $0.15 per share on revenue of $2.26 billion. Yelp Inc (NYSE: YELP) is expected to post its Q1 earnings at $0.01 per share on revenue of $119.98 million. Rock-Tenn Company (NYSE: RKT) is projected to post its Q2 earnings at $0.74 per share on revenue of $2.47 billion. Spirit Airlines Incorporated (NASDAQ: SAVE) is expected to report its Q1 earnings at $0.96 per share on revenue of $494.61 million. Thomson Reuters Corporation (USA) (NYSE: TRI) is projected to report its Q1 earnings at $0.45 per share on revenue of $3.04 billion. PG&E Corporation (NYSE: PCG) is estimated to report its Q1 earnings at $0.69 per share on revenue of $3.99 billion. Tempur Sealy International Inc (NYSE: TPX) is expected to post its Q2 earnings at $0.51 per share on revenue of $750.04 million. The Carlyle Group LP (NASDAQ: CG) is projected to report its Q1 earnings at $0.70 per share on revenue of $796.28 million. Ashland Inc (NYSE: ASH) is estimated to post its Q2 earnings at $1.74 per share on revenue of $1.42 billion. Garmin Ltd. (NASDAQ: GRMN) is expected to report its Q1 earnings at $0.57 per share on revenue of $606.26 million. General Dynamics Corporation (NYSE: GD) is estimated to report its Q1 earnings at $1.95 per share on revenue of $7.42 billion. Starwood Hotels & Resorts Worldwide Inc (NYSE: HOT) is projected to report its Q1 earnings at $0.57 per share on revenue of $1.39 billion. Praxair, Inc. (NYSE: PX) is expected to report its Q1 earnings at $1.44 per share on revenue of $2.96 billion. Unum Group (NYSE: UNM) is estimated to post its Q1 earnings at $0.89 per share on revenue of $2.66 billion. Norfolk Southern Corp. (NYSE: NSC) is projected to report its Q1 earnings at $1.00 per share on revenue of $2.61 billion. Valeant Pharmaceuticals Intl Inc (NYSE: VRX) is estimated to report its Q1 earnings at $2.34 per share. Lumber Liquidators Holdings Inc (NYSE: LL) is expected to report its Q1 earnings at $0.15 per share on revenue of $258.24 million. Eaton Corp plc (NYSE: ETN) is projected to report its Q1 earnings at $0.98 per share on revenue of $5.30 billion. Saia Inc (NASDAQ: SAIA) is estimated to report its Q1 earnings at $0.49 per share on revenue of $306.37 million. Northrop Grumman Corporation (NYSE: NOC) is expected to report its Q1 earnings at $2.27 per share on revenue of $5.76 billion. Hess Corp. (NYSE: HES) is estimated to report a Q1 loss at $1.06 per share on revenue of $1.39 billion. Amdocs Limited (NYSE: DOX) is expected to post its Q2 earnings at $0.82 per share on revenue of $915.87 million. Boston Beer Co Inc (NYSE: SAM) is estimated to post its Q1 earnings at $0.68 per share on revenue of $204.18 million. Lincoln National Corporation (NYSE: LNC) is projected to post its Q1 earnings at $1.49 per share on revenue of $3.39 billion. Con-way Inc (NYSE: CNW) is expected to report its Q1 earnings at $0.38 per share on revenue of $1.45 billion. Kirby Corporation (NYSE: KEX) is estimated to post its Q1 earnings at $1.08 per share on revenue of $610.55 million. Marriott International Inc (NASDAQ: MAR) is expected to post its Q1 earnings at $0.70 per share on revenue of $3.59 billion. NextEra Energy Inc (NYSE: NEE) is projected to report its Q1 earnings at $1.27 per share on revenue of $3.89 billion. Quaker Chemical Corp (NYSE: KWR) is estimated to post its Q1 earnings at $0.95 per share on revenue of $188.03 million. Curtiss-Wright Corp. (NYSE: CW) is expected to report its Q1 earnings at $0.79 per share on revenue of $532.18 million. Noble Corp plc (NYSE: NE) is projected to post its Q1 earnings at $0.51 per share on revenue of $777.37 million. Omnicare, Inc. (NYSE: OCR) is estimated to report its Q1 earnings at $1.01 per share on revenue of $1.64 billion. ABB Ltd (ADR) (NYSE: ABB) is expected to report its Q1 earnings at $0.22 per share on revenue of $8.32 billion. Pilgrim's Pride Corporation (NASDAQ: PPC) is projected to post its Q1 earnings at $0.78 per share on revenue of $2.08 billion. Franklin Resources, Inc. (NYSE: BEN) is estimated to report its Q2 earnings at $0.86 per share on revenue of $2.05 billion. Carter's, Inc. (NYSE: CRI) is projected to report its Q1 earnings at $0.74 per share on revenue of $674.17 million.",1
2015-05-15 00:00:00,Weakness In Rail Numbers Continues,"Analysts at Citi Research recently took an in-depth look at rail stocks following a fresh set of volume numbers. With volumes coming in below Citi’s projections, analysts scaled back their Q2 expectations for rail stocks. Lagging In 2015 Overall, rail stocks have lagged in 2015, dropping 11 percent on average this year. Lagging Q2 volumes are simply more of the same for rail stocks this year after Q1 volumes also came up short of expectations. “While we believe we are getting close to the end of share price pressure, the setup through the second half of Q2 and into July earnings is choppy, which may keep value buyers on the sidelines near-term,” analysts explain in the report. However, they point to easier comps on the way starting in June. Second Half Pickup? Analysts note that carloads remain positive ex-coal and grain. While the weakness in coal will likely persist for a while, Citi believes that a pickup in grain carloads should be on the way in the second half of the year. Analysts also predict that rail stocks will find support at their historical earnings multiples of around 15.5x. Stock Picks Citi analysts choose Canadian Pacific Railway Limited (NYSE: CP) as their top rail stock. Not only does the company have volume catalysts coming in the second half of the year, the stock presents a compelling valuation relative to peers. In addition to Canadian Pacific, Citi has Buy ratings on CSX Corporation (NYSE: CSX), Kansas City Southern (NYSE: KSU) and Union Pacific Corporation (NYSE: UNP). Citi has Hold ratings on Canadian National Railway (USA) (NYSE: CNI) and Norfolk Southern Corp. (NYSE: NSC).",1
2015-06-09 00:00:00,"Jim Cramer Shares His Thoughts On Ambarella, FireEye And Norfolk Southern","Jim Cramer spoke on CNBC's Mad Money about Ambarella Inc (NASDAQ: AMBA). He thinks that the stock is soon going to become a cult classic. This means that its current stock price can't be explained by any form of fundamental analysis, but it is going to make a lot of money in the future. Cramer said that FireEye Inc (NASDAQ: FEYE) is a great stock in the long-term, but technical analysts are warning traders to wait for the stock to pull back to $47 before buying. Norfolk Southern Corp. (NYSE: NSC) has 10 points on the downside, thinks Cramer. He explained that it has the wrong cargoes at a wrong time. The stock has a lot of problems that he doesn't like in the transportation space. Coal is particularly a problem.",0
2015-06-09 00:00:00,"Jim Cramer Shares His Thoughts On Ambarella Inc, FireEye Inc And Norfolk Southern Corp.","Jim Cramer spoke on CNBC's Mad Money about Ambarella Inc (NASDAQ: AMBA). He thinks that the stock is soon going to become a cult classic. This means that its current stock price can't be explained by any form of fundamental analysis, but it is going to make a lot of money in the future. Cramer said that FireEye Inc (NASDAQ: FEYE) is a great stock in the long term, but technical analysts are warning traders to wait for the stock to pull back to $47 before buying. Norfolk Southern Corp. (NYSE: NSC) has 10 points on the downside, thinks Cramer. He explained that it has the wrong cargoes at a wrong time. The stock has a lot of problems that he doesn't like in the transportation space. Coal is particularly a problem.",1
2015-06-24 00:00:00,Bank Of America: Demand Soft For Big Rail Carriers,"Major rail carriers are seeing lower-than-expected demand that reflects weak growth in commodities, an analyst said Wednesday. Ken Hoexter of Bank of America trimmed his targets on three of the companies, while lowering his 2015 earnings estimates by an average of 4 percent. We remain cautious on the group, Hoexter said, although he believes that sequential growth will resume following the third quarter. Hoexter nonetheless reaffirmed Buy ratings on three rail companies he believes are not threatened by service issues: Canadian Pacific Railway Limited (NYSE: CP), Union Pacific Corporation (NYSE: UNP) and CSX Corporation (NYSE: CSX). Soft demand for rail services will keep stock price gains muted in the short term, according to Hoexter. But growth investors are likely to revisit the group later in the year when comparable results get easier, Hoexter said. Related Link: Weakness In Rail Numbers Continues Hoexter cut his target by 4.5 percent on Canadian National Railway (NYSE: CN) to $66; on Canadian Pacific Railway by 1.5 percent to $192, and on Norfolk Southern Corp. (NYSE: NSC) by 4.8 percent to $100. The analyst also lowered his price objective on Union Pacific by 1.7 percent to $114. Shares of both Union Pacific and Norfolk are off about 15 percent year-to-date, and both were nearly unchanged Wednesday at about $101.14 and $92.31, respectively. Canadian National and Canadian Pacific are each down about 12 percent this year, and traded recently at $60.87 and $167.90, respectively. CSX has declined by just 3.75 percent since December, and traded recently at $34.86.",0
2015-06-24 00:00:00,BofA: Demand Soft For Big Rail Carriers,"Major rail carriers are seeing lower-than-expected demand that reflects weak growth in commodities, an analyst said Wednesday. Ken Hoexter of Bank of America trimmed his targets on three of the companies while lowering his 2015 earnings estimates by an average of 4 percent. We remain cautious on the group, Hoexter said, although he believes that sequential growth will resume following the third quarter. Hoexter nonetheless reaffirmed Buy ratings on three rail companies he believes are unthreatened by service issues: Canadian Pacific Railway Limited (NYSE: CP), Union Pacific Corporation (NYSE: UNP) and CSX Corporation (NYSE: CSX). Soft demand for rail services will keep stock-price gains muted in the short term, according to Hoexter. But growth investors are likely to revisit the group later in the year when comparable results get easier, Hoexter said. Hoexter cut his target by 4.5 percent on Canadian National Railway (NYSE: CN) to $66; on Canadian Pacific Railway by 1.5 percent to $192, and on Norfolk Southern Corp. (NYSE: NSC) by 4.8 percent to $100. The analyst also lowered his price objective on Union Pacific by 1.7 percent to $114. Shares of both Union Pacific and Norfolk are off about 15 percent in the year to date, and both were nearly unchanged Wednesday at about $101.14 and $92.31 respectively. Canadian National and Canadian Pacific are each down about 12 percent this year, and traded recently at $60.87 and $167.90 respectively. CSX has declined by just 3.75 percent since December, and traded recently at $34.86.",0
2015-06-30 00:00:00,"'Rail-mageddon' Nears, Warns Credit Suisse","In a report published Tuesday, Credit Suisse analyst Allison Landry lowered her earnings per share estimates on rail companies for the second time this quarter. Landry stated in a research note at the end of May that while consensus estimates have been steadily coming down over the past few weeks, Street expectations were still too high. The analyst noted that volume comps will continue to be tough for the remainder of the second quarter and beyond. While there could be a slightly further move downward in the stocks as second quarter consensus numbers reach what we believe to be a more accurate level, we also feel that we are closing in on the point of capitulation for the rails, Landry wrote in her note in May. Indeed, significant underperformance in the group already reflects investor sentiment that in our opinion has reached peak bearishness. However, things may not fully turn until we move past Q2, which is the toughest quarter in 2015 from a year over year comp perspective, while volumes still need to reach a point of stabilization. Related Link: Bank Of America: Demand Soft For Big Rail Carriers Landry continued in her new research notes that the thesis outlined in May is unchanged and continues to represent her core views. However, the analyst suggested that the recent decline in share prices seen in the group suggests we are even closer to the bottom, although not quite there yet. Landry updated her price targets for several names and justified the move based on higher costs (across the board) and weaker volume trends (in some cases) in the second quarter. Revised Price Targets: Shares of Canadian National Railway (NYSE: CNI) remain Neutral rated with a price target lowered to $61 from a previous $62. Shares of Canadian Pacific Railway Limited (NYSE: CP) remain Outperform rated with a price target lowered to $192 from a previous $200. Shares of CSX Corporation (NYSE: CSX) remain Outperform rated with a price target lowered to $36 from a previous $37. Shares of Kansas City Southern (NYSE: KSU) remain Neutral rated with a price target lowered to $94 from a previous $101. Shares of Norfolk Southern Corp. (NYSE: NSC) remain Neutral rated with a price target lowered to $87 from a previous $92. Shares of Union Pacific Corporation (NYSE: UNP) remain Outperform rated with a price target lowered to $111 from a previous $118.",1
2015-07-13 00:00:00,CSX Kicks Off Transportation Earnings Season This Week,"CSX Corporation (NYSE: CSX) is set to kick of Q2 earnings season for railroad stocks on Tuesday. Here’s a breakdown of what to expect from CSX and the rest of the railroad industry this quarter. Expectations According to Estimize, Wall Street is looking for EPS of $0.53 from CSX on revenue of $3.14 billion for the quarter. If CSX hits that mark, it would represent a 17.7 percent quarter-over-quarter growth in earnings, exactly in-line with Q2 2014’s $0.53 EPS for the company. Recent History Over the past two years, CSX’s stock has shown relatively little volatility following its earnings reports. Only one time in the last eight reports has the stock moved greater than 2.0 percent on the day following its earnings release, a 6.8 percent drop following Q4 2013’s earnings. Following the last eight reports, the stock has reacted positively four times and negatively four times on the day after the reports. The largest positive reaction was only a 1.8 percent move following Q2 2013’s report. Overall, CSX is averaging a -0.87 percent return on the day following its last eight earnings reports. Looking For A Turnaround It’s not just CSX shareholders that will be watching closely on Tuesday. Transport investors are hoping that Q2 numbers will provide a catalyst to reverse the industry’s under-performance in 2015. So far this year, the iShares Dow Jones Transportation Average ETF (NYSE: IYT) is down 10.5 percent. Kansas City Southern (NYSE: KSU) reports on July 17, Union Pacific Corp (NYSE: UNP) reports on July 23, and Norfolk Southern Corp (NYSE: NSC) reports on July 27.",1
2015-07-13 00:00:00,CSX Kicks Off Railroads Earnings Season This Week,"CSX Corp (NYSE: CSX) is set to kick of Q2 earnings season for railroad stocks on Tuesday. Here’s a breakdown of what to expect from CSX and the rest of the railroad industry this quarter. Expectations According to Estimize, Wall Street is looking for EPS of $0.53 from CSX on revenue of $3.14 billion for the quarter. If CSX hits that mark, it would represent a 17.7 percent quarter-over-quarter growth in earnings, exactly in-line with Q2 2014’s $0.53 EPS for the company. Recent history Over the past two years, CSX’s stock has shown relatively little volatility following its earnings reports. Only one time in the last eight reports has the stock moved greater than 2.0 percent on the day following its earnings release, a 6.8 percent drop following Q4 2013’s earnings. Following the last eight reports, the stock has reacted positively four times and negatively four times on the day after the reports. The largest positive reaction was only a 1.8 percent move following Q2 2013’s report. Overall, CSX is averaging a -0.87 percent return on the day following its last eight earnings reports. Looking for a turnaround It’s not just CSX shareholders that will be watching closely on Tuesday. Transport investors are hoping that Q2 numbers will provide a catalyst to reverse the industry’s under-performance in 2015. So far this year, the iShares Dow Jones Transportation Average ETF (NYSE: IYT) is down 10.5 percent. Kansas City Southern (NYSE: KSU) reports on July 17, Union Pacific Corp (NYSE: UNP) reports on July 23, and Norfolk Southern Corp (NYSE: NSC) reports on July 27.",1
2015-07-16 00:00:00,"Barclays Cuts Part Of Transportation Sector: Downgrades Kansas City Southern, Norfolk Southern, Canadian National","In a report published Thursday, Barclays analyst Brandon R. Oglenski downgraded the rating on the North America Airfreight and Ground Transportation sector from Positive to Neutral, after having been bullish on transports the past year. “Incrementally softer industrial demand, challenging commodity markets, high relative inventories and significant USD appreciation suggest North American industrial activity could be in the penalty box well beyond this summer,” analyst Brandon Oglenski said. In the report Barclays noted the key issues for this sector: Incremental deceleration in industrial demand, with high level of inventories and uninspiring global data Strengthening of the US dollar could result in a “prolonged downturn” in North American industrial output Despite recent declines, transportation valuations are still not “cheap enough” Oglenski downgraded the rating on Canadian National Railway (USA) (NYSE: CNI) from Overweight to Equal-Weight, while reducing the price target from $67 to $61. “CN’s financial return profile is sector leading, driven by a proven management team with a solid strategy focused on supply chain collaboration. However, CN, along with peer CP, maintains roughly 10% revenue exposure to direct energy markets such as crude oil, frac sand and drilling pipe,” the report said. Barclays downgraded the rating on Kansas City Southern (NYSE: KSU) from Equal-Weight to Underweight, while reducing the price target from $112 to $93. Oglenski said that the reasons for the downgrade were: Lowered earnings outlook - EPS growth estimates for 2015 and 2016 have been reduced by 20 percent and 22 percent, respectively, from the estimates at the beginning of the year. Relatively high valuation – The relative valuation of Kansas City Southern’s shares on 2016 estimates “is still four turns higher” than its close peer Union Pacific Corporation (NYSE: UNP) (rated Overweight, PT reduced from $121 to $112. Limited financial returns compared to the sector – “KSU has outspent its peers in capital expenditures, leading to similar growth but lower returns.” Oglenski downgraded the rating on Norfolk Southern Corp. (NYSE: NSC) from Overweight to Equal-Weight, while reducing the price target from $96 to $91. The report mentioned that that downgrade was based on: Softening eastern coal volumes to continue to be “a significant earnings headwind” Low fuel prices indicate “limited ability to recoup lost surcharge profits” Service recovery could require additional costs, restricting upside even if volume growth improved",0
2015-07-16 00:00:00,"Barclays Sees Declining Industrial Traffic On Rails As Troubling, Hopefully For Upside Potential To Rail Demand Later In Year","Barclays downgrades CN, KSU, and NSC on weaker outlooks along with relative valuation to UNP",0
2015-07-27 00:00:00,Norfolk Southern Misses Q2 Views,"Norfolk Southern Corp. (NYSE: NSC) reported weaker-than-expected results for the second quarter on Monday. The Norfolk, Virginia-based company reported quarterly net income of $433 million, or $1.41 per share, compared to $562 million, or $1.79 per share, in the year-ago period. Its revenue slipped to $2.71 billion from $3 billion. However, analysts were expecting earnings of $1.42 per share on revenue of $2.79 billion. The average estimate among 16 Estimize users was for earnings of $1.45 per share and revenue of $2.8 billion. General merchandise revenue dropped 5 percent year-over-year to $1.6 billion in the quarter, while intermodal revenue slipped 3 percent to $633 million. Its coal revenue declined 33 percent to $453 million. Railway operating expenses shrank 6 percent to $1.9 billion for the quarter. Operating expenses as a percentage of revenue widened to 70.0 percent in the latest quarter, versus 66.5 percent in the year-ago quarter. While we face short-term pressure, particularly as we clear fuel surcharge revenue and coal headwinds, Norfolk Southern is well positioned to continue improving service, which will reduce costs and add value to our customers, said CEO James A. Squires. Growth within the intermodal franchise, consumer spending, housing-related momentum and improved manufacturing activity all support an optimistic longer-term outlook. We have a strong legacy of success, and we are taking the right steps to continue value creation for our customers, the communities we serve, our employees, and our shareholders. Norfolk Southern shares closed down 0.19 percent at $82.80 during regular trading hours.",1
