created,sentiment
2023-04-05,1
2023-04-06,2
2023-04-10,0
2023-04-11,2
2023-04-12,2
2023-04-13,0
2023-04-14,2
2023-04-17,2
2023-04-18,2
2023-04-19,1
2023-04-20,2
2023-04-21,1
2023-04-24,0
2023-04-25,1
2023-04-26,1
2023-04-27,1
2023-04-28,1
2023-05-01,0
2023-05-03,1
2023-05-04,1
2023-05-05,1
2023-05-08,1
2023-05-09,2
2023-05-10,0
2023-05-11,0
2023-05-15,0
2023-05-16,0
2023-05-18,1
2023-05-23,1
2023-05-24,0
2023-05-25,1
2023-05-26,0
2023-05-28,0
2023-05-31,0
2023-06-01,0
2023-06-05,0
2023-06-06,1
2023-06-08,0
2023-06-09,0
2023-06-13,2
2023-06-14,0
2023-06-15,0
2023-06-20,0
2023-06-21,2
2023-06-23,2
2023-06-26,1
2023-06-28,1
2023-06-29,0
2023-06-30,0
2023-07-03,1
